"F4000T","UAA","NutsShare","res","x","y"
50,600,0.08,5000,3375,1795
240,1100,0.22,5000,3410,1795
120,1200,0.1,5000,3415,1795
30,300,0.1,5000,3420,1795
20,130,0.15,5000,3425,1795
20,210,0.1,5000,3430,1795
20,1100,0.02,5000,3435,1795
100,300,0.33,5000,3440,1795
110,700,0.16,5000,3445,1795
20,90,0.22,5000,3450,1795
20,260,0.08,5000,3455,1795
230,800,0.29,5000,4880,1795
NA,NA,NA,5000,4885,1795
300,3000,0.1,5000,4905,1795
0,30,0,5000,5820,1795
220,600,0.37,5000,3250,1790
220,400,0.55,5000,3255,1790
200,500,0.4,5000,3260,1790
240,700,0.34,5000,3265,1790
270,1800,0.15,5000,3310,1790
240,2000,0.12,5000,3315,1790
500,1600,0.31,5000,3320,1790
220,1200,0.18,5000,3325,1790
280,600,0.47,5000,3330,1790
400,1500,0.27,5000,3335,1790
120,400,0.3,5000,3340,1790
130,1600,0.08,5000,3345,1790
110,1300,0.08,5000,3350,1790
130,1300,0.1,5000,3355,1790
10,1200,0.01,5000,3370,1790
90,600,0.15,5000,3375,1790
40,300,0.13,5000,3410,1790
60,300,0.2,5000,3415,1790
30,140,0.21,5000,3420,1790
100,500,0.2,5000,3425,1790
20,140,0.14,5000,3430,1790
30,280,0.11,5000,3435,1790
30,150,0.2,5000,3440,1790
30,70,0.43,5000,3445,1790
110,500,0.22,5000,3450,1790
20,300,0.07,5000,3455,1790
60,270,0.22,5000,4880,1790
140,500,0.28,5000,4885,1790
10,1200,0.01,5000,4900,1790
10,300,0.03,5000,4905,1790
0,20,0,5000,5820,1790
800,1700,0.47,5000,2750,1785
800,2100,0.38,5000,2755,1785
100,1500,0.07,5000,3250,1785
210,900,0.23,5000,3255,1785
170,400,0.42,5000,3260,1785
250,1000,0.25,5000,3265,1785
400,1300,0.31,5000,3320,1785
100,700,0.14,5000,3325,1785
210,700,0.3,5000,3330,1785
500,1600,0.31,5000,3335,1785
280,1300,0.22,5000,3340,1785
50,1000,0.05,5000,3345,1785
240,1500,0.16,5000,3350,1785
300,1000,0.3,5000,3355,1785
600,1100,0.55,5000,3360,1785
150,600,0.25,5000,3365,1785
170,900,0.19,5000,3370,1785
240,800,0.3,5000,3375,1785
400,1000,0.4,5000,3390,1785
40,280,0.14,5000,3395,1785
150,300,0.5,5000,3410,1785
130,600,0.22,5000,3415,1785
300,700,0.43,5000,2750,1780
400,1100,0.36,5000,2755,1780
70,1500,0.05,5000,3250,1780
90,500,0.18,5000,3255,1780
100,700,0.14,5000,3260,1780
130,300,0.43,5000,3265,1780
90,240,0.38,5000,3320,1780
130,900,0.14,5000,3325,1780
600,2200,0.27,5000,3330,1780
270,1300,0.21,5000,3335,1780
300,1600,0.19,5000,3340,1780
90,500,0.18,5000,3345,1780
700,2500,0.28,5000,3350,1780
190,300,0.63,5000,3355,1780
400,500,0.8,5000,3360,1780
280,900,0.31,5000,3365,1780
190,600,0.32,5000,3370,1780
120,500,0.24,5000,3375,1780
170,400,0.42,5000,3390,1780
110,280,0.39,5000,3395,1780
180,300,0.6,5000,3410,1780
500,800,0.62,5000,3415,1780
250,1200,0.21,5000,2740,1775
400,1200,0.33,5000,2745,1775
170,800,0.21,5000,2750,1775
160,700,0.23,5000,2755,1775
500,800,0.62,5000,3270,1775
600,1300,0.46,5000,3275,1775
400,1900,0.21,5000,3320,1775
300,900,0.33,5000,3325,1775
160,900,0.18,5000,3330,1775
400,1000,0.4,5000,3335,1775
NA,NA,NA,5000,3340,1775
270,400,0.68,5000,3345,1775
700,1300,0.54,5000,3350,1775
700,1200,0.58,5000,3355,1775
500,1100,0.45,5000,3360,1775
230,600,0.38,5000,3365,1775
40,120,0.33,5000,3380,1775
NA,NA,NA,5000,3385,1775
70,400,0.17,5000,3410,1775
140,230,0.61,5000,3415,1775
NA,NA,NA,5000,3440,1775
90,190,0.47,5000,2740,1770
40,300,0.13,5000,2745,1770
240,400,0.6,5000,2750,1770
170,400,0.42,5000,2755,1770
600,1100,0.55,5000,3270,1770
600,900,0.67,5000,3275,1770
150,1100,0.14,5000,3320,1770
NA,NA,NA,5000,3325,1770
100,220,0.45,5000,3330,1770
400,900,0.44,5000,3335,1770
500,1600,0.31,5000,3340,1770
600,1100,0.55,5000,3345,1770
600,1800,0.33,5000,3350,1770
240,600,0.4,5000,3355,1770
600,1000,0.6,5000,3360,1770
190,400,0.48,5000,3365,1770
0,190,0,5000,3380,1770
260,800,0.32,5000,3385,1770
NA,NA,NA,5000,3410,1770
NA,NA,NA,5000,3415,1770
60,1000,0.06,5000,2700,1765
30,800,0.04,5000,2705,1765
40,700,0.06,5000,2710,1765
30,1100,0.03,5000,2715,1765
140,400,0.35,5000,2750,1765
300,600,0.5,5000,2755,1765
170,500,0.34,5000,3250,1765
230,1200,0.19,5000,3255,1765
400,1200,0.33,5000,3340,1765
400,800,0.5,5000,3345,1765
290,700,0.41,5000,3350,1765
150,260,0.58,5000,3355,1765
210,300,0.7,5000,3360,1765
200,500,0.4,5000,3365,1765
80,600,0.13,5000,3370,1765
50,900,0.06,5000,3375,1765
NA,NA,NA,5000,3410,1765
NA,NA,NA,5000,2635,1760
20,1500,0.01,5000,2700,1760
50,900,0.06,5000,2705,1760
60,900,0.07,5000,2710,1760
150,1200,0.12,5000,2715,1760
40,200,0.2,5000,2750,1760
110,300,0.37,5000,2755,1760
100,600,0.17,5000,3250,1760
70,700,0.1,5000,3255,1760
280,500,0.56,5000,3340,1760
400,600,0.67,5000,3345,1760
260,600,0.43,5000,3350,1760
220,500,0.44,5000,3355,1760
400,500,0.8,5000,3360,1760
90,1000,0.09,5000,3365,1760
10,400,0.03,5000,3370,1760
10,400,0.03,5000,3375,1760
NA,NA,NA,5000,5640,1760
10,100,0.1,5000,2680,1755
30,300,0.1,5000,2685,1755
30,250,0.12,5000,2690,1755
50,600,0.08,5000,2695,1755
70,600,0.12,5000,2700,1755
120,700,0.17,5000,2705,1755
110,1000,0.11,5000,2710,1755
170,1200,0.14,5000,2715,1755
80,900,0.09,5000,2720,1755
50,600,0.08,5000,2725,1755
20,290,0.07,5000,2740,1755
0,160,0,5000,2745,1755
20,160,0.12,5000,2750,1755
40,210,0.19,5000,2755,1755
40,190,0.21,5000,2760,1755
150,400,0.38,5000,2765,1755
200,500,0.4,5000,3310,1755
160,1700,0.09,5000,3315,1755
60,80,0.75,5000,3340,1755
210,300,0.7,5000,3345,1755
NA,NA,NA,5000,4220,1755
NA,NA,NA,5000,5260,1755
0,400,0,5000,5430,1755
0,70,0,5000,5435,1755
50,400,0.12,5000,2695,1750
70,500,0.14,5000,2700,1750
40,500,0.08,5000,2705,1750
140,900,0.16,5000,2710,1750
90,500,0.18,5000,2715,1750
90,600,0.15,5000,2720,1750
20,300,0.07,5000,2725,1750
30,250,0.12,5000,2740,1750
20,200,0.1,5000,2745,1750
100,400,0.25,5000,2750,1750
20,230,0.09,5000,2755,1750
20,400,0.05,5000,2760,1750
50,500,0.1,5000,2765,1750
600,700,0.86,5000,3310,1750
60,270,0.22,5000,3315,1750
10,190,0.05,5000,3340,1750
40,400,0.1,5000,3345,1750
0,700,0,5000,5430,1750
0,1000,0,5000,5435,1750
10,160,0.06,5000,2710,1745
30,700,0.04,5000,2715,1745
20,270,0.07,5000,2720,1745
60,500,0.12,5000,2725,1745
50,700,0.07,5000,2730,1745
50,500,0.1,5000,2735,1745
50,800,0.06,5000,2740,1745
20,600,0.03,5000,2745,1745
40,700,0.06,5000,2750,1745
30,700,0.04,5000,2755,1745
220,1000,0.22,5000,3260,1745
270,900,0.3,5000,3265,1745
400,900,0.44,5000,3280,1745
130,400,0.32,5000,3285,1745
220,500,0.44,5000,3290,1745
600,1000,0.6,5000,3295,1745
1100,1400,0.79,5000,3300,1745
1300,1800,0.72,5000,3305,1745
400,600,0.67,5000,3310,1745
50,100,0.5,5000,3315,1745
10,190,0.05,5000,5370,1745
30,500,0.06,5000,5375,1745
10,60,0.17,5000,5540,1745
0,10,0,5000,5545,1745
NA,NA,NA,5000,2715,1740
10,220,0.05,5000,2720,1740
30,1700,0.02,5000,2725,1740
70,1000,0.07,5000,2730,1740
50,500,0.1,5000,2735,1740
50,600,0.08,5000,2740,1740
50,1500,0.03,5000,2745,1740
30,900,0.03,5000,2750,1740
20,400,0.05,5000,2755,1740
300,2300,0.13,5000,3260,1740
400,1400,0.29,5000,3265,1740
300,700,0.43,5000,3280,1740
190,300,0.63,5000,3285,1740
800,1700,0.47,5000,3290,1740
900,1100,0.82,5000,3295,1740
800,1400,0.57,5000,3300,1740
1000,1400,0.71,5000,3305,1740
290,800,0.36,5000,3310,1740
400,800,0.5,5000,3315,1740
NA,NA,NA,5000,4595,1740
0,60,0,5000,4600,1740
NA,NA,NA,5000,4765,1740
20,300,0.07,5000,5370,1740
30,210,0.14,5000,5375,1740
700,2100,0.33,5000,3210,1735
230,700,0.33,5000,3215,1735
300,600,0.5,5000,3230,1735
700,1600,0.44,5000,3235,1735
220,280,0.79,5000,3280,1735
240,600,0.4,5000,3285,1735
800,1100,0.73,5000,3290,1735
900,1100,0.82,5000,3295,1735
1100,1200,0.92,5000,3300,1735
300,1200,0.25,5000,3305,1735
300,1100,0.27,5000,3310,1735
180,500,0.36,5000,3315,1735
10,400,0.03,5000,5390,1735
NA,NA,NA,5000,5395,1735
NA,NA,NA,5000,5400,1735
140,1400,0.1,5000,5405,1735
130,180,0.72,5000,5505,1735
10,80,0.12,5000,5550,1735
0,60,0,5000,5555,1735
230,900,0.26,5000,3210,1730
290,1900,0.15,5000,3215,1730
500,2100,0.24,5000,3230,1730
300,2700,0.11,5000,3235,1730
600,1000,0.6,5000,3280,1730
300,1000,0.3,5000,3285,1730
700,800,0.88,5000,3290,1730
1600,1800,0.89,5000,3295,1730
1100,1300,0.85,5000,3300,1730
400,600,0.67,5000,3305,1730
1600,2100,0.76,5000,3310,1730
500,700,0.71,5000,3315,1730
50,400,0.12,5000,5390,1730
20,290,0.07,5000,5400,1730
140,1300,0.11,5000,5405,1730
160,220,0.73,5000,5505,1730
NA,NA,NA,5000,5555,1730
300,3000,0.1,5000,3210,1725
300,1300,0.23,5000,3215,1725
300,700,0.43,5000,3280,1725
80,300,0.27,5000,3285,1725
300,300,1,5000,3290,1725
900,1200,0.75,5000,3295,1725
500,700,0.71,5000,3300,1725
500,500,1,5000,3305,1725
600,1100,0.55,5000,3310,1725
700,900,0.78,5000,3315,1725
NA,NA,NA,5000,5410,1725
20,400,0.05,5000,5415,1725
0,80,0,5000,5480,1725
0,20,0,5000,5495,1725
NA,NA,NA,5000,5510,1725
110,900,0.12,5000,3210,1720
300,2100,0.14,5000,3215,1720
140,500,0.28,5000,3280,1720
260,1000,0.26,5000,3285,1720
400,600,0.67,5000,3290,1720
NA,NA,NA,5000,3295,1720
NA,NA,NA,5000,3300,1720
140,240,0.58,5000,3305,1720
400,600,0.67,5000,3310,1720
190,400,0.48,5000,3315,1720
30,1100,0.03,5000,5410,1720
0,180,0,5000,5415,1720
0,300,0,5000,5480,1720
0,180,0,5000,5635,1720
40,1600,0.03,5000,3120,1715
60,1900,0.03,5000,3125,1715
140,2500,0.06,5000,3130,1715
130,2600,0.05,5000,3135,1715
500,1300,0.38,5000,3180,1715
700,1900,0.37,5000,3185,1715
800,1400,0.57,5000,3190,1715
240,1400,0.17,5000,3195,1715
400,1400,0.29,5000,3210,1715
260,1700,0.15,5000,3215,1715
190,1600,0.12,5000,3240,1715
150,1000,0.15,5000,3245,1715
0,700,0,5000,5595,1715
10,1700,0.01,5000,3120,1710
60,2500,0.02,5000,3125,1710
60,2700,0.02,5000,3130,1710
270,1900,0.14,5000,3135,1710
400,700,0.57,5000,3180,1710
250,900,0.28,5000,3185,1710
230,1100,0.21,5000,3190,1710
220,1000,0.22,5000,3195,1710
1000,2100,0.48,5000,3210,1710
400,1600,0.25,5000,3215,1710
400,700,0.57,5000,3240,1710
300,1300,0.23,5000,3245,1710
0,800,0,5000,5595,1710
0,300,0,5000,5845,1710
0,160,0,5000,5855,1710
180,1900,0.09,5000,3090,1705
30,1500,0.02,5000,3095,1705
190,2500,0.08,5000,3140,1705
400,2900,0.14,5000,3145,1705
60,300,0.2,5000,3180,1705
220,600,0.37,5000,3185,1705
100,1300,0.08,5000,3190,1705
90,700,0.13,5000,3195,1705
70,600,0.12,5000,3200,1705
220,900,0.24,5000,3205,1705
1000,2000,0.5,5000,3210,1705
400,1600,0.25,5000,3215,1705
290,900,0.32,5000,3250,1705
400,700,0.57,5000,3255,1705
700,1000,0.7,5000,3260,1705
500,500,1,5000,3265,1705
600,700,0.86,5000,3270,1705
250,600,0.42,5000,3275,1705
120,1200,0.1,5000,3300,1705
30,1200,0.03,5000,3305,1705
80,1600,0.05,5000,3320,1705
400,800,0.5,5000,3325,1705
0,800,0,5000,5850,1705
0,600,0,5000,5855,1705
50,2100,0.02,5000,3090,1700
30,1800,0.02,5000,3095,1700
140,2400,0.06,5000,3140,1700
200,1900,0.11,5000,3145,1700
300,1800,0.17,5000,3180,1700
500,1200,0.42,5000,3185,1700
260,1500,0.17,5000,3190,1700
130,1000,0.13,5000,3195,1700
30,400,0.07,5000,3200,1700
800,1500,0.53,5000,3205,1700
700,1900,0.37,5000,3210,1700
1100,2000,0.55,5000,3215,1700
500,800,0.62,5000,3250,1700
700,1200,0.58,5000,3255,1700
300,400,0.75,5000,3260,1700
600,700,0.86,5000,3265,1700
800,900,0.89,5000,3270,1700
240,280,0.86,5000,3275,1700
70,900,0.08,5000,3300,1700
30,3000,0.01,5000,3305,1700
130,700,0.19,5000,3320,1700
300,1400,0.21,5000,3325,1700
0,300,0,5000,5850,1700
0,30,0,5000,5855,1700
280,2300,0.12,5000,3140,1695
120,1000,0.12,5000,3145,1695
300,1800,0.17,5000,3160,1695
700,1200,0.58,5000,3165,1695
110,1100,0.1,5000,3170,1695
700,2200,0.32,5000,3175,1695
400,700,0.57,5000,3180,1695
400,1900,0.21,5000,3185,1695
110,800,0.14,5000,3190,1695
220,1300,0.17,5000,3195,1695
700,2500,0.28,5000,3200,1695
500,1200,0.42,5000,3205,1695
1200,2100,0.57,5000,3210,1695
900,1800,0.5,5000,3215,1695
800,1300,0.62,5000,3220,1695
1700,2300,0.74,5000,3225,1695
1400,2000,0.7,5000,3230,1695
1200,1500,0.8,5000,3235,1695
800,1100,0.73,5000,3240,1695
800,1400,0.57,5000,3245,1695
1100,1400,0.79,5000,3250,1695
1200,1600,0.75,5000,3255,1695
1300,1700,0.76,5000,3260,1695
400,500,0.8,5000,3265,1695
30,400,0.07,5000,3280,1695
50,700,0.07,5000,3285,1695
600,1200,0.5,5000,3320,1695
500,800,0.62,5000,3325,1695
140,1000,0.14,5000,3330,1695
110,270,0.41,5000,3335,1695
NA,NA,NA,5000,5400,1695
110,200,0.55,5000,5405,1695
0,260,0,5000,5840,1695
0,400,0,5000,5845,1695
0,170,0,5000,5850,1695
120,1200,0.1,5000,3140,1690
300,1500,0.2,5000,3145,1690
600,1900,0.32,5000,3160,1690
1000,2000,0.5,5000,3165,1690
1200,2200,0.55,5000,3170,1690
400,900,0.44,5000,3175,1690
600,1100,0.55,5000,3185,1690
170,1100,0.15,5000,3190,1690
500,2300,0.22,5000,3195,1690
700,1900,0.37,5000,3200,1690
600,1100,0.55,5000,3205,1690
1100,2000,0.55,5000,3210,1690
500,1300,0.38,5000,3215,1690
500,800,0.62,5000,3220,1690
400,600,0.67,5000,3225,1690
600,800,0.75,5000,3230,1690
900,1200,0.75,5000,3235,1690
1100,1800,0.61,5000,3240,1690
1400,1700,0.82,5000,3245,1690
900,1000,0.9,5000,3250,1690
1100,1500,0.73,5000,3255,1690
1200,1400,0.86,5000,3260,1690
500,600,0.83,5000,3265,1690
20,700,0.03,5000,3280,1690
40,1100,0.04,5000,3285,1690
270,300,0.9,5000,3320,1690
500,500,1,5000,3325,1690
500,1300,0.38,5000,3330,1690
240,700,0.34,5000,3335,1690
NA,NA,NA,5000,4775,1690
30,60,0.5,5000,5400,1690
40,100,0.4,5000,5405,1690
0,400,0,5000,5840,1690
0,150,0,5000,5845,1690
230,1700,0.14,5000,3140,1685
150,1000,0.15,5000,3145,1685
50,400,0.12,5000,3150,1685
400,1300,0.31,5000,3155,1685
800,1500,0.53,5000,3160,1685
700,1200,0.58,5000,3165,1685
900,2000,0.45,5000,3190,1685
500,1500,0.33,5000,3195,1685
600,2700,0.22,5000,3200,1685
300,700,0.43,5000,3205,1685
800,1100,0.73,5000,3220,1685
800,1100,0.73,5000,3225,1685
1200,1400,0.86,5000,3230,1685
500,900,0.56,5000,3235,1685
1000,1200,0.83,5000,3240,1685
1000,1200,0.83,5000,3245,1685
290,500,0.58,5000,3250,1685
400,600,0.67,5000,3255,1685
220,500,0.44,5000,3260,1685
300,400,0.75,5000,3265,1685
40,400,0.1,5000,4740,1685
160,900,0.18,5000,4745,1685
20,170,0.12,5000,4750,1685
240,1100,0.22,5000,4755,1685
80,8000,0.01,5000,4815,1685
30,900,0.03,5000,5420,1685
40,600,0.07,5000,5425,1685
60,400,0.15,5000,3140,1680
60,600,0.1,5000,3145,1680
80,600,0.13,5000,3150,1680
800,1600,0.5,5000,3155,1680
500,1900,0.26,5000,3160,1680
220,1000,0.22,5000,3165,1680
300,700,0.43,5000,3190,1680
280,900,0.31,5000,3195,1680
300,700,0.43,5000,3200,1680
400,600,0.67,5000,3205,1680
150,200,0.75,5000,3220,1680
400,500,0.8,5000,3225,1680
400,600,0.67,5000,3230,1680
260,600,0.43,5000,3235,1680
230,500,0.46,5000,3240,1680
280,600,0.47,5000,3245,1680
80,250,0.32,5000,3250,1680
90,280,0.32,5000,3255,1680
120,300,0.4,5000,3260,1680
300,900,0.33,5000,3265,1680
60,1400,0.04,5000,4740,1680
300,1300,0.23,5000,4745,1680
400,800,0.5,5000,4750,1680
120,600,0.2,5000,4755,1680
10,240,0.04,5000,5420,1680
10,110,0.09,5000,5425,1680
140,2000,0.07,5000,3070,1675
140,1900,0.07,5000,3075,1675
210,2100,0.1,5000,3080,1675
90,2200,0.04,5000,3085,1675
300,1200,0.25,5000,3150,1675
400,900,0.44,5000,3155,1675
900,1900,0.47,5000,3160,1675
700,1500,0.47,5000,3165,1675
300,600,0.5,5000,3240,1675
400,600,0.67,5000,3245,1675
170,500,0.34,5000,3250,1675
100,400,0.25,5000,3255,1675
30,4000,0.01,5000,4610,1675
400,30000,0.01,5000,4615,1675
90,800,0.11,5000,4740,1675
200,4000,0.05,5000,4745,1675
130,1000,0.13,5000,4760,1675
60,700,0.09,5000,4765,1675
220,1600,0.14,5000,4770,1675
30,1500,0.02,5000,4775,1675
0,250,0,5000,4860,1675
130,260,0.5,5000,5430,1675
30,150,0.2,5000,5435,1675
NA,NA,NA,5000,6075,1675
160,1900,0.08,5000,3070,1670
200,1500,0.13,5000,3075,1670
500,2400,0.21,5000,3080,1670
500,1900,0.26,5000,3085,1670
210,900,0.23,5000,3150,1670
800,1300,0.62,5000,3155,1670
600,1600,0.38,5000,3160,1670
1100,1900,0.58,5000,3165,1670
70,500,0.14,5000,3240,1670
90,600,0.15,5000,3245,1670
90,500,0.18,5000,3250,1670
130,1100,0.12,5000,3255,1670
40,7000,0.01,5000,4610,1670
NA,NA,NA,5000,4615,1670
40,4000,0.01,5000,4740,1670
400,10000,0.04,5000,4745,1670
290,2500,0.12,5000,4770,1670
270,1600,0.17,5000,4775,1670
150,400,0.38,5000,5430,1670
120,170,0.71,5000,5435,1670
170,1800,0.09,5000,3070,1665
300,1800,0.17,5000,3075,1665
700,1100,0.64,5000,3080,1665
400,2200,0.18,5000,3085,1665
200,1800,0.11,5000,3090,1665
240,1600,0.15,5000,3095,1665
200,1300,0.15,5000,3100,1665
50,500,0.1,5000,3105,1665
1100,2000,0.55,5000,3160,1665
800,2500,0.32,5000,3165,1665
900,1500,0.6,5000,3170,1665
NA,NA,NA,5000,3175,1665
30,220,0.14,5000,3230,1665
80,300,0.27,5000,3235,1665
230,500,0.46,5000,3240,1665
80,400,0.2,5000,3245,1665
NA,NA,NA,5000,4755,1665
400,11000,0.04,5000,3070,1660
700,2400,0.29,5000,3075,1660
800,2400,0.33,5000,3080,1660
160,1600,0.1,5000,3085,1660
260,1700,0.15,5000,3090,1660
290,1000,0.29,5000,3095,1660
250,1400,0.18,5000,3100,1660
160,1000,0.16,5000,3105,1660
NA,NA,NA,5000,3160,1660
140,600,0.23,5000,3165,1660
240,400,0.6,5000,3170,1660
300,1100,0.27,5000,3175,1660
40,150,0.27,5000,3230,1660
140,400,0.35,5000,3235,1660
300,600,0.5,5000,3240,1660
300,700,0.43,5000,3245,1660
20,90,0.22,5000,4770,1660
80,2700,0.03,5000,4775,1660
100,1100,0.09,5000,3010,1655
280,1100,0.25,5000,3015,1655
110,1700,0.06,5000,3020,1655
220,900,0.24,5000,3025,1655
120,700,0.17,5000,3030,1655
160,1400,0.11,5000,3035,1655
250,1300,0.19,5000,3040,1655
30,1500,0.02,5000,3045,1655
20,1700,0.01,5000,3050,1655
0,900,0,5000,3055,1655
400,1400,0.29,5000,3080,1655
300,1400,0.21,5000,3085,1655
220,1300,0.17,5000,3100,1655
140,400,0.35,5000,3105,1655
100,400,0.25,5000,3230,1655
230,600,0.38,5000,3235,1655
30,2300,0.01,5000,4630,1655
10,1300,0.01,5000,4635,1655
NA,NA,NA,5000,4640,1655
60,7000,0.01,5000,4645,1655
80,6000,0.01,5000,4755,1655
500,800,0.62,5000,3010,1650
500,700,0.71,5000,3015,1650
260,900,0.29,5000,3020,1650
230,600,0.38,5000,3025,1650
170,700,0.24,5000,3030,1650
130,250,0.52,5000,3035,1650
160,700,0.23,5000,3040,1650
30,800,0.04,5000,3045,1650
10,900,0.01,5000,3050,1650
20,800,0.03,5000,3055,1650
120,300,0.4,5000,3080,1650
130,700,0.19,5000,3085,1650
280,600,0.47,5000,3100,1650
300,600,0.5,5000,3105,1650
300,900,0.33,5000,3230,1650
280,1000,0.28,5000,3235,1650
NA,NA,NA,5000,4630,1650
90,2800,0.03,5000,4635,1650
NA,NA,NA,5000,4640,1650
NA,NA,NA,5000,4645,1650
80,10000,0.01,5000,4735,1650
30,1400,0.02,5000,4750,1650
20,1400,0.01,5000,2990,1645
30,1600,0.02,5000,2995,1645
230,500,0.46,5000,3010,1645
130,600,0.22,5000,3015,1645
140,800,0.17,5000,3020,1645
90,290,0.31,5000,3025,1645
220,600,0.37,5000,3040,1645
40,800,0.05,5000,3045,1645
20,800,0.03,5000,3050,1645
10,500,0.02,5000,3055,1645
50,500,0.1,5000,3060,1645
20,500,0.04,5000,3065,1645
70,500,0.14,5000,3100,1645
140,900,0.16,5000,3105,1645
80,400,0.2,5000,3110,1645
20,150,0.13,5000,3115,1645
NA,NA,NA,5000,4565,1645
10,2300,0,5000,4625,1645
40,5000,0.01,5000,4650,1645
10,6000,0,5000,4665,1645
80,12000,0.01,5000,4725,1645
20,500,0.04,5000,4780,1645
40,300,0.13,5000,5410,1645
20,1000,0.02,5000,2990,1640
20,1000,0.02,5000,2995,1640
80,1900,0.04,5000,3010,1640
40,1100,0.04,5000,3015,1640
100,600,0.17,5000,3020,1640
50,300,0.17,5000,3025,1640
80,500,0.16,5000,3040,1640
40,800,0.05,5000,3045,1640
30,900,0.03,5000,3050,1640
10,1600,0.01,5000,3055,1640
40,700,0.06,5000,3060,1640
90,1000,0.09,5000,3065,1640
30,220,0.14,5000,3100,1640
110,400,0.28,5000,3105,1640
130,400,0.32,5000,3110,1640
90,2500,0.04,5000,3115,1640
0,240,0,5000,4560,1640
50,9000,0.01,5000,4565,1640
10,3000,0,5000,4650,1640
NA,NA,NA,5000,4665,1640
NA,NA,NA,5000,4745,1640
80,3000,0.03,5000,4780,1640
20,240,0.08,5000,5410,1640
NA,NA,NA,5000,5415,1640
NA,NA,NA,5000,3260,1635
10,4000,0,5000,4640,1635
0,4000,0,5000,4660,1635
0,600,0,5000,4675,1635
20,4000,0,5000,4720,1635
10,1500,0.01,5000,4770,1635
10,800,0.01,5000,4775,1635
10,5000,0,5000,4675,1630
30,8000,0,5000,4720,1630
NA,NA,NA,5000,4725,1630
60,10000,0.01,5000,4730,1630
NA,NA,NA,5000,4735,1630
50,1300,0.04,5000,4770,1630
40,1100,0.04,5000,4775,1630
NA,NA,NA,5000,3020,1625
10,1700,0.01,5000,4660,1625
NA,NA,NA,5000,4705,1625
NA,NA,NA,5000,4750,1625
20,1300,0.02,5000,4755,1625
20,2800,0.01,5000,4770,1625
10,2100,0,5000,4775,1625
0,130,0,5000,5355,1625
110,6000,0.02,5000,4630,1620
50,2200,0.02,5000,4665,1620
40,4000,0.01,5000,4675,1620
290,16000,0.02,5000,4700,1620
NA,NA,NA,5000,4705,1620
10,4000,0,5000,4735,1620
0,120,0,5000,4740,1620
20,6000,0,5000,4755,1620
190,10000,0.02,5000,4770,1620
60,5000,0.01,5000,4775,1620
NA,NA,NA,5000,2960,1615
0,50,0,5000,3115,1615
90,5000,0.02,5000,4605,1615
40,1900,0.02,5000,4610,1615
100,3000,0.03,5000,4615,1615
200,2400,0.08,5000,4625,1615
20,3000,0.01,5000,4650,1615
30,7000,0,5000,4655,1615
NA,NA,NA,5000,5415,1615
NA,NA,NA,5000,4600,1610
20,600,0.03,5000,4610,1610
150,1000,0.15,5000,4635,1610
40,2100,0.02,5000,4650,1610
NA,NA,NA,5000,4585,1605
30,6000,0,5000,4610,1605
100,1200,0.08,5000,4635,1605
NA,NA,NA,5000,4610,1600
220,3000,0.07,5000,4620,1600
NA,NA,NA,5000,4630,1600
220,1600,0.14,5000,4635,1600
30,210,0.14,5000,4645,1600
200,1500,0.13,5000,4690,1600
250,1000,0.25,5000,4695,1600
0,1100,0,5000,2920,1595
0,500,0,5000,2925,1595
10,400,0.03,5000,4620,1595
NA,NA,NA,5000,4630,1595
500,4000,0.12,5000,4635,1595
30,600,0.05,5000,4645,1595
90,900,0.1,5000,4650,1595
NA,NA,NA,5000,4655,1595
50,2100,0.02,5000,4665,1595
160,2900,0.06,5000,4670,1595
NA,NA,NA,5000,4675,1595
2000,8000,0.25,5000,4695,1595
NA,NA,NA,5000,4765,1595
0,400,0,5000,5440,1595
0,900,0,5000,2920,1590
0,500,0,5000,2925,1590
NA,NA,NA,5000,4620,1590
20,900,0.02,5000,4625,1590
40,180,0.22,5000,4630,1590
150,800,0.19,5000,4635,1590
40,700,0.06,5000,4640,1590
50,800,0.06,5000,4655,1590
40,800,0.05,5000,4660,1590
NA,NA,NA,5000,4665,1590
180,2400,0.07,5000,4675,1590
1800,8000,0.22,5000,4695,1590
0,240,0,5000,4735,1590
80,10000,0.01,5000,4765,1590
0,30,0,5000,5440,1590
NA,NA,NA,5000,4625,1585
10,600,0.02,5000,4630,1585
10,250,0.04,5000,4635,1585
130,1700,0.08,5000,4670,1585
220,4000,0.06,5000,4675,1585
NA,NA,NA,5000,4680,1585
0,400,0,5000,4785,1585
