"UAAXK0000_ORG","UAA","res","x","y"
1000,30000,20000,3880,2940
1400,30000,20000,3900,2940
400,19000,20000,4040,2940
400,14000,20000,4060,2940
900,9000,20000,4080,2940
1500,10000,20000,4100,2940
2100,8000,20000,4120,2940
2600,19000,20000,4140,2940
1300,9000,20000,4240,2940
1900,12000,20000,4260,2940
2900,21000,20000,4280,2940
1900,24000,20000,4300,2940
1300,27000,20000,4320,2940
1300,19000,20000,4340,2940
1500,19000,20000,4360,2940
1400,12000,20000,4380,2940
2500,17000,20000,4400,2940
1500,12000,20000,4420,2940
600,9000,20000,4440,2940
1200,11000,20000,4460,2940
1600,19000,20000,4480,2940
2500,13000,20000,4500,2940
4000,23000,20000,4520,2940
4000,16000,20000,4540,2940
900,19000,20000,4560,2940
1900,10000,20000,4580,2940
900,28000,20000,4600,2940
2200,13000,20000,4620,2940
1500,24000,20000,4720,2940
400,21000,20000,4740,2940
2800,9000,20000,4880,2940
2100,5000,20000,4900,2940
NA,NA,20000,3220,2920
2700,28000,20000,3280,2920
1700,21000,20000,3300,2920
4000,18000,20000,3320,2920
2200,27000,20000,3340,2920
800,3000,20000,3460,2920
2100,28000,20000,3520,2920
4000,25000,20000,3540,2920
1500,29000,20000,3560,2920
2300,29000,20000,3580,2920
4000,24000,20000,3600,2920
900,29000,20000,3620,2920
50,29000,20000,3840,2920
1000,24000,20000,3860,2920
900,30000,20000,3880,2920
1600,40000,20000,3900,2920
1300,21000,20000,4040,2920
2600,19000,20000,4060,2920
2500,14000,20000,4080,2920
3000,15000,20000,4100,2920
3000,17000,20000,4120,2920
1500,10000,20000,4140,2920
800,6000,20000,4240,2920
1400,17000,20000,4260,2920
4000,20000,20000,4280,2920
1000,27000,20000,4320,2920
1600,23000,20000,4340,2920
1400,20000,20000,4360,2920
1200,16000,20000,4380,2920
1200,6000,20000,4400,2920
1300,17000,20000,4440,2920
1000,14000,20000,4460,2920
1400,18000,20000,4480,2920
1900,14000,20000,4500,2920
1000,14000,20000,4520,2920
3000,28000,20000,4540,2920
3000,20000,20000,4560,2920
1400,22000,20000,4580,2920
1300,18000,20000,4600,2920
400,22000,20000,4620,2920
1200,14000,20000,4720,2920
1300,23000,20000,4740,2920
6000,11000,20000,4880,2920
6000,8000,20000,4900,2920
NA,NA,20000,5560,2920
1900,19000,20000,3280,2900
2100,18000,20000,3300,2900
2800,24000,20000,3320,2900
3000,23000,20000,3340,2900
1300,24000,20000,3360,2900
1100,6000,20000,3380,2900
700,16000,20000,3400,2900
700,6000,20000,3420,2900
1300,27000,20000,3480,2900
900,26000,20000,3500,2900
1300,30000,20000,3520,2900
2200,29000,20000,3540,2900
2000,27000,20000,3560,2900
1200,30000,20000,3580,2900
3000,24000,20000,3600,2900
900,30000,20000,3620,2900
1200,25000,20000,3680,2900
2500,20000,20000,3700,2900
700,18000,20000,3840,2900
400,22000,20000,3860,2900
900,20000,20000,3880,2900
600,23000,20000,3900,2900
1000,24000,20000,4000,2900
1200,17000,20000,4020,2900
900,18000,20000,4040,2900
1300,20000,20000,4060,2900
800,7000,20000,4080,2900
1200,5000,20000,4100,2900
280,1300,20000,4160,2900
1200,17000,20000,4180,2900
1700,12000,20000,4200,2900
800,16000,20000,4220,2900
1200,19000,20000,4240,2900
2000,19000,20000,4260,2900
2700,24000,20000,4280,2900
2000,22000,20000,4300,2900
1800,25000,20000,4320,2900
1400,22000,20000,4340,2900
1800,20000,20000,4360,2900
1100,17000,20000,4380,2900
700,9000,20000,4400,2900
1300,10000,20000,4440,2900
900,14000,20000,4460,2900
1300,12000,20000,4480,2900
1100,18000,20000,4500,2900
600,17000,20000,4520,2900
6000,13000,20000,4540,2900
7000,24000,20000,4580,2900
2000,22000,20000,4600,2900
1500,17000,20000,4620,2900
700,26000,20000,4640,2900
500,19000,20000,4660,2900
230,21000,20000,4680,2900
2400,19000,20000,4700,2900
700,25000,20000,4800,2900
900,16000,20000,4820,2900
1900,26000,20000,3280,2880
1500,27000,20000,3300,2880
4000,25000,20000,3320,2880
3000,26000,20000,3340,2880
1100,27000,20000,3360,2880
1400,26000,20000,3380,2880
900,27000,20000,3400,2880
900,22000,20000,3420,2880
1300,30000,20000,3480,2880
1100,30000,20000,3500,2880
1500,29000,20000,3520,2880
2200,22000,20000,3540,2880
3000,30000,20000,3560,2880
2500,26000,20000,3580,2880
2200,25000,20000,3600,2880
900,22000,20000,3620,2880
2500,20000,20000,3680,2880
500,20000,20000,3700,2880
600,25000,20000,3840,2880
800,20000,20000,3860,2880
800,30000,20000,3880,2880
500,30000,20000,3900,2880
700,28000,20000,4000,2880
1800,17000,20000,4020,2880
500,27000,20000,4040,2880
1700,24000,20000,4060,2880
3000,21000,20000,4080,2880
2900,19000,20000,4100,2880
800,9000,20000,4160,2880
1200,19000,20000,4180,2880
500,11000,20000,4200,2880
1100,19000,20000,4220,2880
800,23000,20000,4240,2880
1000,14000,20000,4260,2880
1300,15000,20000,4280,2880
2200,21000,20000,4300,2880
1000,19000,20000,4320,2880
800,22000,20000,4340,2880
900,21000,20000,4360,2880
1200,18000,20000,4380,2880
1600,21000,20000,4400,2880
1000,19000,20000,4500,2880
900,13000,20000,4520,2880
700,5000,20000,4540,2880
700,2100,20000,4560,2880
6000,8000,20000,4580,2880
5000,19000,20000,4600,2880
2600,20000,20000,4620,2880
1300,16000,20000,4640,2880
2600,16000,20000,4660,2880
2800,10000,20000,4680,2880
4000,21000,20000,4700,2880
3000,24000,20000,4800,2880
1500,26000,20000,4820,2880
0,2600,20000,5600,2880
2800,27000,20000,3280,2860
1700,23000,20000,3340,2860
1400,28000,20000,3360,2860
1300,25000,20000,3380,2860
1100,25000,20000,3400,2860
1400,30000,20000,3420,2860
1100,27000,20000,3440,2860
2800,27000,20000,3460,2860
2700,27000,20000,3480,2860
1900,30000,20000,3500,2860
2300,30000,20000,3520,2860
1700,30000,20000,3540,2860
1900,27000,20000,3560,2860
1400,18000,20000,3580,2860
2900,29000,20000,3600,2860
2000,23000,20000,3620,2860
2100,14000,20000,3720,2860
1300,9000,20000,3740,2860
2200,19000,20000,4000,2860
2200,19000,20000,4020,2860
4000,24000,20000,4080,2860
1200,4000,20000,4120,2860
1200,13000,20000,4140,2860
900,19000,20000,4160,2860
900,10000,20000,4180,2860
1200,19000,20000,4240,2860
1600,17000,20000,4260,2860
1800,17000,20000,4320,2860
2100,23000,20000,4340,2860
2500,23000,20000,4360,2860
1200,16000,20000,4380,2860
1600,15000,20000,4400,2860
1400,13000,20000,4420,2860
1100,14000,20000,4440,2860
2700,19000,20000,4460,2860
1800,24000,20000,4480,2860
600,24000,20000,4500,2860
1000,18000,20000,4520,2860
1200,12000,20000,4540,2860
800,9000,20000,4560,2860
3000,7000,20000,4580,2860
4000,5000,20000,4600,2860
2800,10000,20000,4620,2860
4000,15000,20000,4640,2860
7000,13000,20000,4660,2860
4000,12000,20000,4680,2860
5000,20000,20000,4740,2860
4000,30000,20000,4760,2860
7000,25000,20000,4780,2860
6000,24000,20000,4800,2860
5000,18000,20000,4820,2860
3000,15000,20000,5080,2860
900,11000,20000,5100,2860
1700,17000,20000,5120,2860
290,16000,20000,5140,2860
800,17000,20000,5200,2860
800,13000,20000,5220,2860
210,5000,20000,5240,2860
0,600,20000,5380,2860
100,19000,20000,5520,2860
400,29000,20000,5540,2860
1900,23000,20000,3300,2840
1800,20000,20000,3320,2840
1400,24000,20000,3340,2840
1400,30000,20000,3360,2840
2200,28000,20000,3380,2840
1500,25000,20000,3400,2840
1500,25000,20000,3420,2840
1300,29000,20000,3500,2840
1900,29000,20000,3520,2840
1900,25000,20000,3540,2840
1900,28000,20000,3560,2840
1600,29000,20000,3580,2840
1700,29000,20000,3600,2840
3000,26000,20000,3620,2840
2900,29000,20000,3720,2840
1100,21000,20000,3740,2840
4000,18000,20000,4000,2840
800,7000,20000,4020,2840
2700,24000,20000,4080,2840
2300,18000,20000,4100,2840
2100,19000,20000,4120,2840
800,29000,20000,4140,2840
600,15000,20000,4160,2840
400,7000,20000,4180,2840
1400,11000,20000,4240,2840
1200,10000,20000,4260,2840
1500,11000,20000,4280,2840
2300,17000,20000,4300,2840
1100,10000,20000,4320,2840
1000,19000,20000,4340,2840
2000,23000,20000,4360,2840
1500,22000,20000,4380,2840
1100,19000,20000,4400,2840
1500,20000,20000,4420,2840
900,20000,20000,4440,2840
700,23000,20000,4460,2840
1600,22000,20000,4480,2840
2200,25000,20000,4500,2840
900,28000,20000,4520,2840
900,20000,20000,4540,2840
1700,16000,20000,4580,2840
4000,12000,20000,4600,2840
9000,11000,20000,4620,2840
5000,10000,20000,4660,2840
4000,28000,20000,4780,2840
7000,24000,20000,4820,2840
2900,14000,20000,5080,2840
1100,14000,20000,5100,2840
600,27000,20000,5120,2840
800,23000,20000,5140,2840
900,20000,20000,5200,2840
1500,18000,20000,5220,2840
1900,17000,20000,5260,2840
700,19000,20000,5360,2840
150,17000,20000,5380,2840
80,30000,20000,5520,2840
50,27000,20000,5540,2840
NA,NA,20000,5640,2840
1300,14000,20000,3320,2820
2300,19000,20000,3340,2820
1200,22000,20000,3360,2820
1800,23000,20000,3380,2820
2100,20000,20000,3400,2820
2200,23000,20000,3420,2820
2900,30000,20000,3460,2820
3000,30000,20000,3480,2820
2400,27000,20000,3500,2820
2200,27000,20000,3520,2820
2300,25000,20000,3540,2820
1500,29000,20000,3560,2820
1900,28000,20000,3580,2820
1500,24000,20000,3600,2820
1100,25000,20000,3620,2820
800,40000,20000,3680,2820
900,40000,20000,3700,2820
1200,30000,20000,3720,2820
2500,30000,20000,3740,2820
600,17000,20000,3760,2820
1100,15000,20000,3780,2820
1500,21000,20000,3800,2820
3000,29000,20000,3820,2820
2100,22000,20000,4040,2820
2400,20000,20000,4060,2820
2800,18000,20000,4080,2820
NA,NA,20000,4100,2820
1400,13000,20000,4120,2820
500,18000,20000,4140,2820
1200,7000,20000,4200,2820
1300,19000,20000,4220,2820
2400,12000,20000,4240,2820
1100,12000,20000,4260,2820
2100,18000,20000,4280,2820
1700,18000,20000,4300,2820
1500,23000,20000,4340,2820
1600,25000,20000,4360,2820
1700,21000,20000,4380,2820
1700,27000,20000,4400,2820
2400,22000,20000,4420,2820
1300,21000,20000,4440,2820
1800,23000,20000,4460,2820
1900,23000,20000,4480,2820
1200,25000,20000,4500,2820
1700,24000,20000,4520,2820
800,20000,20000,4540,2820
1300,20000,20000,4560,2820
7000,23000,20000,4820,2820
2400,8000,20000,5040,2820
900,7000,20000,5060,2820
800,18000,20000,5120,2820
1800,24000,20000,5140,2820
400,30000,20000,5160,2820
400,20000,20000,5180,2820
500,27000,20000,5240,2820
400,27000,20000,5260,2820
500,30000,20000,5280,2820
1000,25000,20000,5300,2820
260,24000,20000,5560,2820
1200,26000,20000,5580,2820
500,30000,20000,5600,2820
170,24000,20000,5620,2820
NA,NA,20000,3320,2800
1000,12000,20000,3340,2800
2200,14000,20000,3360,2800
4000,24000,20000,3420,2800
2500,29000,20000,3460,2800
2600,28000,20000,3480,2800
3000,30000,20000,3500,2800
3000,30000,20000,3520,2800
2700,30000,20000,3540,2800
1000,25000,20000,3560,2800
1200,16000,20000,3580,2800
300,17000,20000,3600,2800
1100,26000,20000,3620,2800
1100,30000,20000,3680,2800
1200,40000,20000,3700,2800
700,30000,20000,3720,2800
400,30000,20000,3740,2800
900,30000,20000,3760,2800
1900,22000,20000,3780,2800
1100,26000,20000,3800,2800
3000,23000,20000,3820,2800
900,19000,20000,4040,2800
1600,17000,20000,4060,2800
1700,4000,20000,4080,2800
1300,5000,20000,4100,2800
2600,15000,20000,4120,2800
2200,22000,20000,4140,2800
2000,15000,20000,4200,2800
2400,17000,20000,4220,2800
2700,13000,20000,4240,2800
3000,16000,20000,4260,2800
1800,19000,20000,4280,2800
2100,18000,20000,4300,2800
1800,20000,20000,4320,2800
1100,19000,20000,4340,2800
900,13000,20000,4360,2800
1500,20000,20000,4380,2800
3000,23000,20000,4440,2800
1800,25000,20000,4520,2800
1400,21000,20000,4540,2800
1000,28000,20000,4560,2800
1400,19000,20000,4720,2800
1600,14000,20000,4760,2800
1300,4000,20000,4780,2800
2100,9000,20000,5040,2800
1200,9000,20000,5060,2800
1600,30000,20000,5120,2800
1600,21000,20000,5140,2800
1400,30000,20000,5160,2800
400,26000,20000,5180,2800
700,29000,20000,5240,2800
1000,30000,20000,5260,2800
700,17000,20000,5300,2800
180,28000,20000,5560,2800
1700,30000,20000,5580,2800
600,14000,20000,5600,2800
260,16000,20000,5620,2800
0,900,20000,960,2780
1300,6000,20000,3360,2780
1600,19000,20000,3380,2780
2700,21000,20000,3400,2780
2000,26000,20000,3460,2780
2000,20000,20000,3540,2780
1500,21000,20000,3560,2780
1000,19000,20000,3580,2780
1300,28000,20000,3800,2780
2600,17000,20000,3820,2780
1000,21000,20000,3880,2780
1300,20000,20000,3900,2780
2600,20000,20000,3960,2780
1500,25000,20000,3980,2780
4000,20000,20000,4000,2780
2800,24000,20000,4020,2780
2500,18000,20000,4040,2780
1400,12000,20000,4060,2780
1300,8000,20000,4080,2780
4000,7000,20000,4100,2780
2500,21000,20000,4120,2780
500,19000,20000,4140,2780
2000,11000,20000,4240,2780
2500,23000,20000,4280,2780
1100,24000,20000,4300,2780
1400,16000,20000,4320,2780
2400,18000,20000,4360,2780
1700,24000,20000,4380,2780
1100,14000,20000,4420,2780
2100,21000,20000,4440,2780
1500,21000,20000,4460,2780
1300,25000,20000,4500,2780
1500,14000,20000,4520,2780
1900,23000,20000,4540,2780
1400,7000,20000,4760,2780
600,28000,20000,5080,2780
1700,29000,20000,5100,2780
2900,24000,20000,5120,2780
15000,30000,20000,5140,2780
7000,40000,20000,5160,2780
500,21000,20000,5180,2780
300,30000,20000,5240,2780
1300,30000,20000,5260,2780
1700,21000,20000,5280,2780
900,28000,20000,5300,2780
140,19000,20000,5320,2780
240,17000,20000,5340,2780
NA,NA,20000,940,2760
NA,NA,20000,3360,2760
2600,12000,20000,3380,2760
4000,17000,20000,3400,2760
5000,29000,20000,3460,2760
2400,27000,20000,3480,2760
3000,18000,20000,3520,2760
2600,20000,20000,3540,2760
2000,22000,20000,3560,2760
2600,20000,20000,3580,2760
1800,21000,20000,3800,2760
2700,23000,20000,3820,2760
3000,22000,20000,3880,2760
3000,18000,20000,3900,2760
4000,22000,20000,3960,2760
500,22000,20000,3980,2760
1300,20000,20000,4000,2760
1500,15000,20000,4020,2760
1700,15000,20000,4040,2760
1700,8000,20000,4060,2760
500,4000,20000,4080,2760
1800,11000,20000,4100,2760
1100,25000,20000,4120,2760
1100,17000,20000,4140,2760
1500,17000,20000,4200,2760
1700,13000,20000,4220,2760
2500,15000,20000,4240,2760
800,18000,20000,4260,2760
1500,23000,20000,4280,2760
2300,24000,20000,4300,2760
1400,18000,20000,4320,2760
2700,24000,20000,4340,2760
1400,6000,20000,4420,2760
900,11000,20000,4440,2760
3000,21000,20000,4460,2760
2500,4000,20000,4720,2760
1300,2300,20000,4740,2760
1800,7000,20000,4760,2760
1900,27000,20000,5080,2760
2000,26000,20000,5100,2760
3000,29000,20000,5120,2760
6000,25000,20000,5140,2760
2300,30000,20000,5160,2760
270,29000,20000,5180,2760
230,30000,20000,5240,2760
1400,22000,20000,5260,2760
2900,25000,20000,5300,2760
400,15000,20000,5320,2760
60,18000,20000,5340,2760
2900,21000,20000,3400,2740
4000,23000,20000,3420,2740
2100,9000,20000,3440,2740
2700,23000,20000,3460,2740
2100,30000,20000,3480,2740
3000,20000,20000,3520,2740
1800,21000,20000,3540,2740
2000,15000,20000,3560,2740
1300,14000,20000,3580,2740
1100,14000,20000,3600,2740
1300,22000,20000,3620,2740
900,23000,20000,3640,2740
1200,13000,20000,3660,2740
2300,20000,20000,3800,2740
1900,27000,20000,3820,2740
4000,19000,20000,3840,2740
4000,27000,20000,3860,2740
3000,15000,20000,3880,2740
1700,23000,20000,3900,2740
2300,20000,20000,4000,2740
2300,17000,20000,4020,2740
2000,14000,20000,4040,2740
1500,6000,20000,4060,2740
1000,5000,20000,4080,2740
1300,11000,20000,4100,2740
270,14000,20000,4120,2740
2500,19000,20000,4200,2740
2800,17000,20000,4220,2740
2800,21000,20000,4300,2740
3000,13000,20000,4500,2740
700,1900,20000,4600,2740
1700,5000,20000,4640,2740
2000,3000,20000,4660,2740
2100,4000,20000,4680,2740
1100,1700,20000,4720,2740
1200,3000,20000,4740,2740
4000,15000,20000,4800,2740
8000,20000,20000,4820,2740
500,29000,20000,5160,2740
2000,29000,20000,5180,2740
700,30000,20000,5200,2740
400,27000,20000,5220,2740
700,18000,20000,5300,2740
300,24000,20000,5360,2740
1100,23000,20000,5380,2740
1500,28000,20000,5400,2740
1600,26000,20000,5420,2740
2100,9000,20000,3400,2720
2900,25000,20000,3460,2720
3000,30000,20000,3520,2720
2000,25000,20000,3540,2720
1500,10000,20000,3580,2720
500,18000,20000,3600,2720
1800,19000,20000,3620,2720
1000,18000,20000,3640,2720
800,17000,20000,3660,2720
3000,27000,20000,3800,2720
1800,20000,20000,3820,2720
3000,14000,20000,3840,2720
2500,24000,20000,3860,2720
2900,28000,20000,3880,2720
6000,28000,20000,3900,2720
1200,20000,20000,4000,2720
5000,19000,20000,4020,2720
2700,19000,20000,4040,2720
2000,9000,20000,4060,2720
800,14000,20000,4080,2720
800,22000,20000,4100,2720
400,17000,20000,4120,2720
1500,12000,20000,4140,2720
1900,16000,20000,4180,2720
4000,19000,20000,4220,2720
2500,13000,20000,4240,2720
4000,16000,20000,4400,2720
1700,12000,20000,4420,2720
700,5000,20000,4440,2720
2500,7000,20000,4460,2720
2500,4000,20000,4520,2720
1400,4000,20000,4580,2720
2700,5000,20000,4600,2720
2300,6000,20000,4620,2720
2700,7000,20000,4640,2720
1100,2100,20000,4660,2720
300,900,20000,4680,2720
700,4000,20000,4700,2720
1500,8000,20000,4740,2720
1000,23000,20000,4820,2720
600,30000,20000,5160,2720
1100,27000,20000,5180,2720
400,30000,20000,5200,2720
140,23000,20000,5220,2720
150,16000,20000,5280,2720
220,23000,20000,5300,2720
1400,27000,20000,5360,2720
230,30000,20000,5380,2720
600,30000,20000,5400,2720
600,23000,20000,5420,2720
2600,30000,20000,3440,2700
2600,30000,20000,3460,2700
3000,27000,20000,3480,2700
2500,30000,20000,3520,2700
700,25000,20000,3540,2700
1000,29000,20000,3560,2700
2500,27000,20000,3580,2700
900,29000,20000,3600,2700
1700,26000,20000,3620,2700
800,9000,20000,3720,2700
900,22000,20000,3740,2700
3000,16000,20000,3800,2700
1700,27000,20000,3820,2700
2900,19000,20000,3920,2700
1900,22000,20000,3940,2700
1500,24000,20000,3960,2700
1900,24000,20000,3980,2700
4000,18000,20000,4000,2700
4000,18000,20000,4020,2700
1500,14000,20000,4080,2700
4000,20000,20000,4100,2700
1100,17000,20000,4120,2700
2500,14000,20000,4140,2700
2700,17000,20000,4160,2700
1900,15000,20000,4180,2700
1500,12000,20000,4320,2700
2400,14000,20000,4340,2700
400,5000,20000,4400,2700
400,4000,20000,4440,2700
2400,4000,20000,4540,2700
1200,3000,20000,4640,2700
800,2100,20000,4660,2700
1700,5000,20000,4720,2700
5000,28000,20000,5000,2700
2400,16000,20000,5020,2700
290,11000,20000,5040,2700
700,21000,20000,5060,2700
140,22000,20000,5440,2700
140,20000,20000,5460,2700
40,24000,20000,5640,2700
800,27000,20000,5660,2700
1700,25000,20000,3440,2680
2500,27000,20000,3460,2680
4000,30000,20000,3480,2680
4000,30000,20000,3500,2680
3000,29000,20000,3520,2680
2700,30000,20000,3540,2680
1600,27000,20000,3560,2680
1300,25000,20000,3580,2680
1800,23000,20000,3600,2680
1200,26000,20000,3620,2680
1800,27000,20000,3720,2680
500,24000,20000,3740,2680
1500,13000,20000,3800,2680
900,24000,20000,3820,2680
1200,10000,20000,3920,2680
2300,25000,20000,3940,2680
500,16000,20000,3960,2680
3000,23000,20000,3980,2680
1300,17000,20000,4000,2680
1000,12000,20000,4020,2680
1600,18000,20000,4080,2680
2700,13000,20000,4120,2680
